repository,description,fork,created_at,updated_at,pushed_at,size,stargazers_count,watchers_count,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,forks_count,open_issues_count,license,forks,open_issues,watchers,default_branch,subscribers_count,g4,rt
tugraz-isds/systemds,An open source ML system for the end-to-end data science lifecycle,False,2018-09-07T13:48:30Z,2019-12-14T14:15:03Z,2019-12-14T14:15:01Z,15138,27,27,Java,True,True,True,True,False,17,5,Apache License 2.0,17,5,27,master,9,1,22.0
tunnelvisionlabs/antlr4,The highly-optimized fork of ANTLR 4 (see README),False,2014-11-01T17:23:22Z,2019-10-09T23:54:48Z,2019-11-22T07:05:26Z,59846,32,32,Java,True,True,True,False,False,8,11,Other,8,11,32,master,6,17,357.0
tunnelvisionlabs/antlr4-grammar-postgresql,An ANTLR 4 lexer for PostgreSQL,False,2014-08-28T02:32:28Z,2019-08-29T09:39:16Z,2014-09-21T03:47:32Z,524,34,34,ANTLR,True,True,True,True,False,13,0,Other,13,0,34,master,4,1,3.0
tunnelvisionlabs/antlr4cs,"The original, highly-optimized C# Target for ANTLR 4",False,2013-02-20T15:31:14Z,2019-12-09T16:30:01Z,2019-08-11T04:42:35Z,9792,330,330,Java,True,True,True,True,False,93,49,Other,93,49,330,master,50,24,355.0
tunnelvisionlabs/antlrworks2,Tunnel Vision Labs' ANTLRWorks 2 IDE,False,2013-08-13T03:54:45Z,2019-04-26T21:02:54Z,2017-07-19T02:47:06Z,26934,30,30,Java,True,True,True,False,False,15,28,Other,15,28,30,master,10,6,132.0
tunnelvisionlabs/goworks,Tunnel Vision Labs' GoWorks IDE,False,2014-03-20T19:24:51Z,2017-03-17T19:51:01Z,2017-03-17T15:45:21Z,33531,17,17,Java,True,True,True,True,False,9,8,Other,9,8,17,master,3,9,203.0
twosigma/beakerx,Beaker Extensions for Jupyter Notebook,False,2013-12-03T14:16:36Z,2019-12-14T07:03:40Z,2019-12-11T17:28:51Z,117040,2299,2299,Java,True,True,True,False,False,355,317,Apache License 2.0,355,317,2299,master,126,2,18.0
uber/uberscriptquery,"UberScriptQuery, a SQL-like DSL to make writing Spark jobs super easy",False,2017-03-08T15:43:47Z,2019-12-11T06:02:53Z,2019-03-07T19:31:08Z,688,46,46,Java,True,True,True,True,False,18,1,Other,18,1,46,master,1853,2,12.0
ucarGroup/PoseidonX,poseidonX 是一个基于jstorm和flink的一体化实时计算服务平台,False,2018-07-23T09:51:51Z,2019-11-02T07:17:48Z,2018-07-23T10:50:13Z,6717,41,41,Java,True,True,True,True,False,40,2,Apache License 2.0,40,2,41,master,6,7,115.0
utwente-fmt/vercors,The VerCors verification toolset for verifying parallel and concurrent software,False,2016-03-17T10:58:13Z,2019-12-13T09:25:24Z,2019-12-13T16:32:35Z,331137,15,15,Java,True,True,True,True,True,16,80,Other,16,80,15,dev,9,9,14.0
uwol/proleap-vb6-parser,ProLeap ANTLR4-based parser for Visual Basic 6.0,False,2014-10-26T20:11:45Z,2019-11-22T08:12:12Z,2019-08-31T15:27:58Z,875,24,24,Java,True,True,True,False,False,13,1,MIT License,13,1,24,master,7,1,56.0
vespa-engine/vespa,Vespa is an engine for low-latency computation over large data sets.,False,2016-06-03T20:54:20Z,2019-12-14T02:59:17Z,2019-12-14T09:22:56Z,105089,3010,3010,Java,True,True,True,False,False,358,95,Apache License 2.0,358,95,3010,master,160,1,4.0
visallo/vertexium,High-security graph database,False,2015-03-06T19:27:47Z,2019-12-13T21:03:59Z,2019-12-12T19:36:05Z,17257,46,46,Java,True,True,True,False,True,30,24,Apache License 2.0,30,24,46,master,14,1,2.0
viskell/viskell,Visual programming meets Haskell,False,2015-02-03T13:04:49Z,2019-12-06T20:11:48Z,2017-04-19T22:14:33Z,7121,622,622,Java,True,True,True,True,False,28,22,Other,28,22,622,master,41,1,1.0
viz-centric/flair-query-language,Query parser and constructor for Flair,False,2019-02-23T09:14:57Z,2019-12-07T19:05:36Z,2019-12-07T19:05:34Z,158,15,15,Java,True,True,True,True,True,15,0,Apache License 2.0,15,0,15,master,21,2,8.0
vlsi/iec61131-parser,Parsers for IEC 61131-3 grammar,False,2016-01-17T16:24:03Z,2019-08-27T11:45:32Z,2016-01-17T21:34:31Z,9,15,15,ANTLR,True,True,True,True,False,6,0,,6,0,15,master,7,1,1.0
waterguo/antsdb,"AntsDB is a low latency, high concurrency, MySQL compliant SQL layer for HBase",False,2016-08-08T14:14:12Z,2019-11-30T06:48:11Z,2019-11-02T23:01:25Z,1153997,90,90,Java,True,True,True,True,False,19,10,GNU Lesser General Public License v3.0,19,10,90,master,9,2,18.0
wurstscript/WurstScript,Programming language that compiles to Jass (the language to create Warcraft III Maps).,False,2012-02-29T18:00:46Z,2019-12-12T22:27:17Z,2019-12-13T00:04:34Z,110312,180,180,Java,True,False,True,False,False,26,115,Apache License 2.0,26,115,180,master,18,3,9.0
xap/xap,"Distributed, highly-scalable, In Memory Data Grid",False,2016-08-09T03:21:26Z,2019-12-12T12:35:28Z,2019-12-14T15:14:38Z,51459,46,46,Java,False,True,True,False,False,28,0,Other,28,0,46,master,19,1,6.0
xcesco/kripton,"A Java library for Android platform, to manage bean's persistence in SQLite, SharedPreferences, JSON, XML, Properties, Yaml, CBOR.",False,2015-02-26T00:24:15Z,2019-12-09T07:09:04Z,2019-12-04T17:49:53Z,35214,96,96,Java,True,True,True,True,True,12,2,Apache License 2.0,12,2,96,master,8,3,7.0
xqdoc/xqdoc,An Antlr4 implementation of xqDoc for XQuery,False,2018-11-15T22:01:48Z,2019-11-08T19:11:53Z,2019-05-22T22:15:33Z,155,13,13,Java,True,True,True,True,False,2,0,Apache License 2.0,2,0,13,master,5,2,5.0
xueqilsj/sas-grammar,SAS grammar rules in Antlr4,False,2015-02-08T23:11:57Z,2019-06-05T16:43:27Z,2015-03-02T03:19:07Z,180,12,12,ANTLR,True,True,True,True,False,6,3,,6,3,12,master,1,20,0.0
yahoo/elide,Elide is a Java library that lets you stand up a GraphQL/JSON-API web service with minimal effort.,False,2015-10-12T17:55:01Z,2019-12-11T16:56:45Z,2019-12-14T04:16:02Z,7213,619,619,Java,True,True,True,False,False,140,120,Other,140,120,619,master,57,1,9.0
yahoo/validatar,Functional testing framework for Big Data pipelines.,False,2015-05-07T00:32:11Z,2019-07-31T10:17:46Z,2019-05-11T00:05:07Z,949,33,33,Java,True,True,True,True,True,13,2,Apache License 2.0,13,2,33,master,13,1,1.0
yahoo/yql-plus,"The YQL+ parser, execution engine, and source SDK.",False,2016-12-14T23:24:01Z,2019-12-14T14:49:35Z,2019-12-09T22:16:31Z,1267,26,26,Java,True,True,True,True,True,8,2,Apache License 2.0,8,2,26,master,15,1,19.0
yegor256/eo,"EO, the Programming Language",False,2016-11-07T08:21:27Z,2019-12-12T11:13:59Z,2019-12-12T11:13:56Z,244,371,371,Java,True,True,True,True,True,32,53,MIT License,32,53,371,master,56,1,1.0
yegor256/requs,Requirements Specifications Automated,False,2013-04-21T17:55:05Z,2019-12-12T11:25:46Z,2019-12-12T11:25:43Z,6057,24,24,Java,True,True,True,True,True,6,27,Other,6,27,24,master,8,1,2.0
yesworkflow-org/yw-prototypes,Research prototype with tutorial.  Start here to learn about and try YesWorkflow.,False,2014-12-12T21:16:01Z,2019-11-21T23:23:28Z,2019-02-23T02:13:18Z,3035,26,26,Java,True,True,True,True,False,14,20,Other,14,20,26,master,19,1,0.0
youseries/ureport,"UReport2 is a high-performance pure Java report engine based on Spring architecture, where complex Chinese-style statements and reports can be prepared by iterating over cells.",False,2017-06-05T07:48:31Z,2019-12-14T04:53:40Z,2019-10-29T14:46:18Z,99431,914,914,Java,True,True,True,True,False,461,99,Apache License 2.0,461,99,914,master,107,2,13.0
youseries/urule,URULE是一款基于RETE算法的纯Java规则引擎，提供规则集、决策表、决策树、评分卡，规则流等各种规则表现工具及基于网页的可视化设计器，可快速开发出各种复杂业务规则。,False,2017-08-25T07:13:39Z,2019-12-13T08:17:36Z,2019-11-14T05:57:35Z,12420,881,881,Java,True,True,True,True,False,437,33,Apache License 2.0,437,33,881,master,82,2,18.0
yshavit/antlr-denter,Helper class for generating python-like INDENT/DEDENT tokens with antlr4.,False,2014-02-06T06:41:32Z,2019-10-24T01:19:11Z,2018-06-11T06:29:43Z,98,49,49,Java,True,True,True,True,False,8,2,MIT License,8,2,49,master,5,4,7.0
zendesk/maxwell,"Maxwell's daemon, a mysql-to-json kafka producer",False,2015-02-09T22:06:13Z,2019-12-14T09:03:29Z,2019-12-14T06:46:17Z,12933,1835,1835,Java,True,False,True,False,True,569,165,Other,569,165,1835,master,448,14,3.0
zhegexiaohuozi/JsoupXpath,"A html parser with xpath base on Jsoup and Antlr4. Maybe it is the best in java,ha ha.Just try it.",False,2014-03-20T09:46:17Z,2019-12-13T05:53:09Z,2019-03-07T03:36:15Z,1767,262,262,Java,True,True,True,True,False,111,10,Apache License 2.0,111,10,262,master,20,1,10.0
zhunki/skyfire,,False,2018-03-07T06:12:52Z,2019-11-17T05:25:52Z,2018-10-15T09:39:43Z,138413,34,34,Java,True,True,True,True,False,8,0,,8,0,34,master,2,5,18.0
zkoss/ztl,ZTL is an open source tool which can automatically test the ZK Framework with jUnit and Selenium frameworks. And it can now support vision test to test on ZK Framework. ,False,2011-09-23T02:17:14Z,2019-06-18T08:07:27Z,2019-06-18T08:07:25Z,8231,11,11,Java,False,True,True,True,False,18,0,,18,0,11,master,9,2,8.0
zstackio/zstack,ZStack - the open-source IaaS software http://zstack.org (国内用户请至 http://zstack.io),False,2015-04-04T21:29:29Z,2019-12-14T11:57:46Z,2019-12-14T11:57:43Z,76737,793,793,Java,True,True,True,True,False,289,124,Apache License 2.0,289,124,793,master,111,1,12.0
